1:-114.62189887498066 2:5.233434006994958 3:3.636640949116457 4:3.6385301907812346 5:3.6713609121842814 6:1.5394380908151954 7:1.2344398754107901 8:-1.2502675821482385 9:-1.8582039455754953 10:-1.7849528274184117 11:0.10313868472979904 12:0.5935095081743458 
1:-103.0074205134967 2:5.908178103829778 3:-9.806530407691124 4:2.88209907878907 5:5.104946831125549 6:-0.6590916098990962 7:-4.0384853470392645 8:-3.109203952627395 9:5.6428119085131385 10:-0.30469077132871947 11:-1.5167897949853206 12:-4.212027404643829 
1:-94.80530155264033 2:6.457314343286332 3:-9.745744285344225 4:1.4212108191895307 5:3.344296628228866 6:1.54958749842034 7:-3.602552282538296 8:-1.3633560866373418 9:6.762422478764731 10:2.3253276656279724 11:-1.3777433873007063 12:-4.233865944594814 
1:-97.42498690925495 2:6.047670856734203 3:-8.29856689296733 4:1.3986797999661764 5:0.8047183000902001 6:3.2394256654702547 7:0.4757429818978318 8:0.19293185113996536 9:3.7694037874342263 10:-0.3213787338539249 11:-1.789153787361197 12:-1.6879184634621045 
1:-100.82612277334194 2:4.763085263579107 3:-7.93784592324921 4:3.2492363769623327 5:0.7205088477836297 6:2.7438279371863947 7:-1.487722159587987 8:-0.7691955466132461 9:3.460973526719542 10:0.06860884747177698 11:-1.513265752282277 12:-2.22032503972369 
1:-102.50164549865742 2:3.045776664605267 3:-9.269608271256653 4:2.2338207244384876 5:2.793417986507052 6:0.11519835388169763 7:-5.221987765931221 8:0.3825868779925492 9:7.421291934228241 10:3.7655890996182313 11:0.44712822617249115 12:-2.1308744014857712 
1:-98.68327434122168 2:8.028778105401173 3:-9.929734804257595 4:2.0938346057792794 5:3.3530367021358343 6:0.358253964744208 7:-3.009641393660342 8:-4.229623577796449 9:4.836854408747725 10:1.7238268679119801 11:-1.994843763648278 12:-3.517962425675685 
1:-94.7237096501974 2:4.819995735978063 3:-8.98048814309877 4:0.5786673463661267 5:2.9132608256861836 6:1.8040599621818494 7:-0.9610531385268049 8:-1.5295128781959488 9:5.521400948419942 10:1.7856799117679216 11:0.41837510717352977 12:-1.8218536736027775 
1:-100.40399117348007 2:6.564962254981202 3:-9.62832017519679 4:2.4768365768292218 5:1.8934225580854713 6:0.8700792577431575 7:-2.951570229297166 8:0.3550539693145587 9:7.121645993785467 10:2.128224013239282 11:-4.052517052770257 12:-3.3437362423142276 
1:-101.91779400675335 2:5.701550814264425 3:-9.921836523308743 4:1.835511765497392 5:2.812869994977725 6:1.8974851260131813 7:-3.5210200252325854 8:-1.6930292214279188 9:4.86020161548338 10:-2.3812123204867586 11:-3.921019621400751 12:-3.959862842936999 
1:-91.40970844142123 2:-1.508172067018379 3:-8.219781632010246 4:2.026805561920663 5:4.122169712472443 6:2.9597460298943146 7:-0.7286797337204551 8:-2.0382090554465124 9:3.14110520382945 10:0.32105684672534673 11:-1.254490699258218 12:0.22197723261406432 
1:-99.5756188582624 2:3.893248784337197 3:-11.664561812076432 4:0.8213371338756277 5:1.7423200037431155 6:-0.43199348901740553 7:-0.39022843635424653 8:1.249081807328738 9:5.951765666863473 10:3.55321435663916 11:-1.293457318240855 12:-3.2562033905611165 
1:-99.13040569602511 2:3.7085766697603857 3:-10.500605066607406 4:4.140873943700779 5:3.8074773708400937 6:1.2944070922213387 7:-4.1575721029985395 8:-2.839595730856079 9:3.8584565878828316 10:1.5437781058865792 11:-1.8518680914414258 12:-1.8666585219522318 
1:-90.91133951408104 2:8.317206570653738 3:-8.355393482533863 4:3.881631164602799 5:2.9680447286401357 6:-0.1036378164377032 7:-4.612640123828009 8:-2.353248912815943 9:3.1249843995449837 10:1.0372997738334004 11:0.2779816776942545 12:-4.2103238995519625 
1:-93.82762313385271 2:1.5472325159514826 3:-7.620977042740542 4:-0.11311887402819698 5:4.602408191191153 6:-0.47396910783824664 7:-3.339528137445976 8:3.0028648009434438 9:6.237911701898307 10:0.679259606192328 11:-0.9904870419367939 12:-0.7808941577554629 
1:-96.88379434599945 2:3.786620914381247 3:-8.565405537097963 4:-0.09439265886192016 5:-0.8411126976120862 6:-1.8442288287758126 7:-0.3799339741227099 8:3.6492750844180906 9:5.278391931486874 10:-0.7177754054449528 11:-1.240153589692862 12:0.048618660155405724 
1:-102.68091499934931 2:4.197389260137921 3:-10.923127701105258 4:-0.7860853488417199 5:0.16956309932384173 6:-0.2177611729323008 7:-2.4864123894894834 8:1.2897978726900803 9:5.424446207461393 10:0.33482686804517225 11:-0.662169131023024 12:0.5062268883880119 
1:-101.18904239332637 2:4.757174749939684 3:-9.915508903197264 4:2.0241234789979567 5:1.039328284882087 6:2.8659746941065323 7:-2.1454393174217348 8:0.334988066023719 9:8.266772167957141 10:1.9988507974219667 11:-0.7010386355392586 12:-2.5168842883270015 
1:-104.3646260728863 2:1.384347645134893 3:-10.462283494591418 4:0.8195318569934433 5:1.741550068994128 6:1.698450266531804 7:-1.5527170295364523 8:1.375636626271 9:6.321221394632758 10:-2.7969482916593527 11:-1.86008676485078 12:-3.6539996140363886 
1:-102.0804253649003 2:3.1037441541531106 3:-9.597236670477622 4:2.937429336733889 5:2.957447267909777 6:0.054569275271776796 7:-2.3024940451939884 8:1.7117399585687627 9:5.650502916425923 10:0.7722353319316229 11:-1.8604680942840366 12:-1.6080091596750896 
1:-101.24277231911957 2:0.4801136098251857 3:-8.569183304004326 4:2.5088305646955744 5:2.512094596772944 6:-0.8424113631173697 7:-2.159815540639284 8:0.9812414374071672 9:5.779132756030666 10:-0.4838927965499762 11:-3.853919844420155 12:-1.8505413073899586 
1:-98.86873771692396 2:5.583115483156259 3:-6.50989732091811 4:2.8687329074858874 5:1.1002545614839274 6:-0.3472948556765618 7:-4.264510034266692 8:-1.4026498269399288 9:5.258134996071815 10:-0.12773791293500913 11:-2.7281551291199277 12:-0.8816816099326452 
1:-102.80153313452846 2:8.282650538973531 3:-6.1104846581686765 4:3.6491460257434585 5:2.574165565330617 6:1.6246484292623387 7:-1.0062370536510046 8:-0.9029945419694938 9:3.464285653061363 10:-1.0139159039686336 11:-0.6470045797856572 12:-1.9150629258080651 
1:-101.3870254466107 2:6.2339675092523 3:-10.07517571402584 4:2.8175994377431524 5:2.319397876846347 6:-1.5426730373026114 7:-2.439890213195611 8:-3.2263403472816123 9:4.000978694879923 10:1.3814873930829723 11:-2.160058990729321 12:-2.99859123421834 
1:-99.83134296016966 2:4.8270916013852485 3:-6.842816802088432 4:4.428843035552632 5:1.1035535132249685 6:-1.0205173754241827 7:-2.2438763154653163 8:-2.7208466614178453 9:2.5877248221594726 10:-0.8030486301405766 11:-2.8866306790355525 12:-3.7643785741581977 
1:-99.88253522109882 2:5.292152025528435 3:-7.807387941000739 4:4.361199029590978 5:2.456507499469013 6:-0.3576966560664516 7:-5.85670312148351 8:-3.6297980563756527 9:3.2945031066831634 10:-0.2971828697829575 11:-3.3085906202694986 12:-3.2277384671122498 
1:-107.84635317239446 2:1.6604195576338618 3:-8.897670315640758 4:0.6441673285559824 5:1.308800776973984 6:0.5039486772001718 7:-1.589477862204669 8:-2.659613164372395 9:3.3674201542599644 10:-0.018859047838205356 11:-1.388035682602693 12:-1.7154141208321407 
1:-102.49847767590809 2:2.912006379265848 3:-9.587857551776837 4:2.6342402035534818 5:2.6870376522995545 6:2.2959911152504966 7:-3.584143528556809 8:-3.9308931347289353 9:5.522754534461851 10:1.892966539599764 11:0.4956262616798339 12:0.8198728531185648 
1:-97.1958370351718 2:6.013020528550841 3:-6.254733207676564 4:2.1111937576724946 5:4.167592689108572 6:-0.553036059860561 7:-2.2121445211027986 8:-1.3704129523826385 9:4.581201563409216 10:1.4422958937509849 11:-1.8126600529148573 12:-1.850095799950148 
1:-98.96215886206036 2:6.96870510656483 3:-8.896087123937885 4:0.6218291499458553 5:2.109272763662881 6:1.6830988287857869 7:-2.3323345006296328 8:-0.6386735547216453 9:3.7658253372427666 10:2.0373302240578743 11:-1.2527343619844307 12:-1.11618473813982 
1:-104.61622164173295 2:2.2404205445162124 3:-6.75517784403802 4:4.792586967511018 5:3.777922408269223 6:2.0846639718217483 7:1.6272943000877884 8:-0.6077670725565087 9:2.477388091327306 10:1.493882780229367 11:-0.5432746553207157 12:-0.1332665395225865 
1:-94.66628850289452 2:4.158720604156722 3:-5.148925824057679 4:1.8511587481377236 5:4.441823228991968 6:2.1331914732549726 7:-0.41979673808143625 8:0.3389007944398963 9:4.421713996059381 10:2.21977828433673 11:-1.52071014307873 12:-2.1074808780422534 
1:-97.07885493062678 2:8.315159920227662 3:-6.618777219024848 4:2.5779476779377886 5:0.765603779083742 6:1.098745246058967 7:-0.04246924563983301 8:0.5545060410440077 9:3.237341287631296 10:-1.6731521287070166 11:-0.9913458076467072 12:-1.221996539854287 
1:-99.64369256132599 2:7.432529998617223 3:-6.880442491097775 4:2.9929070119008823 5:1.494678190414926 6:0.892401730473825 7:-0.3754907881497318 8:-0.6471017247027633 9:3.9942080294262814 10:2.5036074481380375 11:-0.19115680251693457 12:-2.393432519876308 
1:-102.67084603283242 2:5.336589128367407 3:-7.77811049735039 4:2.7269962244938184 5:1.7181367522330877 6:-2.8213016177380594 7:-3.2163085091786483 8:-3.9990230087332574 9:3.6635064125085846 10:0.6463424587934323 11:0.2592516008892911 12:0.15862645990023516 
1:-100.79395610490576 2:4.598605868772881 3:-9.106320517098982 4:0.8053203172487517 5:-0.5927018949646552 6:2.029221475851421 7:0.21390815314962008 8:-1.0410142739078379 9:3.9127599668820774 10:1.4099606298311005 11:2.556887056900153 12:2.970546634242898 
1:-98.00424082381988 2:6.683602749465164 3:-10.780910785617898 4:1.0798192960552249 5:1.9497818156972442 6:1.6073220896800025 7:-1.4916355333078974 8:-0.10214785187885944 9:5.832405740181334 10:-1.6394465418462758 11:-1.9527415967566213 12:0.02647089458008045 
1:-97.37778871000327 2:1.817720279566013 3:-11.142498952818988 4:-0.7398268569161166 5:0.6791099570603931 6:2.13685775753663 7:0.31594738187332316 8:-0.0734238752930434 9:4.318953190341855 10:0.038671892426718646 11:-0.5595091744584941 12:2.12545576096686 
1:-96.49914945905887 2:5.991037415864083 3:-8.840178569596779 4:0.3199688891407213 5:2.390143581703466 6:0.4928542466780117 7:-0.18873940793416022 8:4.714748033536006 9:3.815828627749593 10:-1.7301665757740854 11:-0.40586326343184176 12:1.5398459919844067 
1:-102.9087083940918 2:4.373412039407949 3:-12.86727413859234 4:1.2148758892067275 5:4.9038485311588635 6:4.706557625085225 7:-0.2568168085089897 8:1.5099336776090864 9:6.307012661152971 10:-0.6811204283843906 11:-1.676966401608132 12:-1.9869653037361479 
1:-104.48365196592643 2:3.3490702646760386 3:-12.208305728657923 4:0.6299566832741865 5:0.3828852061479564 6:-2.839990130937139 7:-2.6989271374687993 8:-0.9034802916605789 9:4.628066886778226 10:-4.23953741969546 11:-1.3681723578974476 12:-0.02630016909239119 
1:-95.58323044030524 2:0.7734895968798443 3:-6.075457510405236 4:2.6888961673191805 5:4.0667539064701845 6:2.5226091447814705 7:2.2504543686737493 8:-0.6284143414823959 9:3.9362774097712565 10:-0.3628867033395671 11:-1.574650081760226 12:1.5589613976168313 
1:-98.48877530359805 2:7.331350384542974 3:-9.81685776835909 4:0.35092707809296364 5:1.6811633910626957 6:2.069414294115148 7:-1.330301936670462 8:-0.4559879917844478 9:2.5409485369032265 10:-1.2288221492822529 11:-0.02567226195494099 12:-2.3083577437775187 
1:-104.63869308774582 2:4.635235560065417 3:-7.94346521319116 4:1.8987966690544944 5:2.8987027055081502 6:0.6227770789035176 7:1.8008261501767793 8:1.988453275479074 9:2.990516284341874 10:0.6715854645969359 11:-2.660033089819495 12:-1.948616466989058 
1:-101.56871087145424 2:5.619172146266184 3:-6.7908180058616185 4:3.2099647960435678 5:3.7490373352943376 6:1.080095734512188 7:-1.156107056090851 8:-1.9767862610878177 9:3.9681389448083797 10:0.5573561781305645 11:-1.1469917362088626 12:0.031812221648414685 
1:-105.30105469945602 2:4.066762728829856 3:-10.02498107678007 4:0.5323404231205315 5:2.1462532430185766 6:1.6070333544055408 7:0.6584074162263773 8:-3.089292305615417 9:1.6028204458069095 10:-1.102546802876157 11:0.9249634535975764 12:0.432298229258389 
1:-103.7167045172655 2:6.409092941986702 3:-9.800409111653307 4:0.7007978335932359 5:3.2293968577117846 6:3.037771220753453 7:-2.1150949396370153 8:-1.6694960968179395 9:4.386067037546985 10:-1.3602617834275086 11:-0.564916906748274 12:0.037711143992860574 
1:-101.21220685002974 2:5.020455553526418 3:-10.265722708750364 4:-0.22113586111954753 5:0.8199053747039491 6:2.0481206266100735 7:-0.17471898177486933 8:1.1777613799598403 9:4.285663381405895 10:-2.3332975691667563 11:-1.438801155102503 12:2.432595587204212 
1:-101.61888850958906 2:8.355718966650354 3:-8.686092238292812 4:1.6662536800740497 5:1.4496265247015234 6:2.2820749058889764 7:1.4576170743725259 8:0.8823637530400363 9:0.7382272051570724 10:-4.977808572469556 11:-2.6111369027937705 12:1.216083897752859 
1:-100.84066011454429 2:6.130257321868873 3:-7.413666748660608 4:-1.0544106483265034 5:0.5553843282634152 6:3.3750308531901356 7:0.2807938067320812 8:-1.4498849951611685 9:5.260448259738164 10:-0.5146460509540622 11:-1.2568269927672597 12:-1.6624445420302498 
1:-106.30013168002594 2:3.1942654886532833 3:-10.706385396812351 4:-3.003093766781073 5:-0.5218140626955563 6:-1.6545560227232725 7:-2.5553800976107772 8:0.16809112967166273 9:6.154360839951404 10:-1.2841574581312343 11:-0.41492549326721795 12:-0.8410615583305825 
1:-106.32183212765636 2:2.158263127253663 3:-12.918710956670164 4:-0.2381159843758005 5:-1.1957781367356337 6:-1.7466822797502943 7:-1.721101287150709 8:-2.209744138842338 9:6.053651915188662 10:1.9196525088202838 11:1.9292975495246356 12:-1.474544992975412 
1:-104.13286970224638 2:7.003657551656306 3:-1.73186070133097 4:4.779780293388319 5:2.324105515900792 6:3.0038834139691453 7:-0.015186544531259116 8:-1.7729050867777176 9:5.24537343376435 10:-1.1243908214524296 11:1.565588784471002 12:0.598928570929357 
1:-102.51626746627808 2:4.336140125104183 3:-8.42357548523962 4:2.077035889582698 5:3.3377777760699217 6:2.3425789204872487 7:-2.706091485874743 8:-0.8184545764911464 9:3.77624007620322 10:-1.2564794695631827 11:-0.9258469541922629 12:0.14812793218000664 
1:-97.60364316595687 2:4.121209925135535 3:-3.4190528971203267 4:2.6739973276689026 5:3.4632575228653755 6:0.09559688801781752 7:-2.2509857990927062 8:0.0782510864514494 9:4.477844333700363 10:0.09126361828585994 11:-0.41850931939999336 12:0.3369791246508984 
1:-105.17745413277703 2:3.1706227844582675 3:-6.178811846831536 4:-0.7552603989294076 5:-2.6598586754736417 6:-1.3437397942339029 7:-1.6245124979345604 8:0.5984448566715894 9:5.070714237817292 10:-1.5221185834516944 11:-3.091414034674459 12:-0.1700220877747256 
1:-111.15928068695165 2:2.308853979725394 3:-6.10523870616112 4:2.479759823320477 5:-1.6866670445632748 6:1.4466319774954073 7:0.7887541184977822 8:0.804054690376673 9:4.7074889519369005 10:-3.585907498668513 11:-1.82900332747816 12:-0.062052548392205864 
1:-103.59862577458453 2:5.515926630647221 3:-9.886498375290325 4:2.2335160245688788 5:4.643956930286096 6:-0.47455227045474535 7:-1.928656566063108 8:2.221205738774202 9:6.675359561074211 10:1.0994119658848631 11:-0.7770869071943856 12:-2.395922406936621 
1:-105.49713319741383 2:4.654259239041091 3:-10.055800344104426 4:-0.8489318807135242 5:-1.9160177613651634 6:-0.697624281449372 7:0.09999287101986143 8:1.0992028578411803 9:5.269507458457834 10:-1.4477381843585193 11:-2.2636880508706234 12:-1.6787464898431228 
1:-102.54568047177631 2:3.5828631766869394 3:-10.54179199089974 4:2.1609917404872014 5:-1.5794602891505822 6:1.3977907510329373 7:0.9538127111835517 8:1.1946449702493709 9:5.247168584003957 10:-1.8075319895317659 11:0.2764559431936746 12:-0.5049888447067099 
1:-99.5800394197873 2:7.109750435698787 3:-5.1650692457387954 4:1.55067037884234 5:-0.575035737725778 6:-1.5413725567968926 7:-2.9065982917122346 8:1.5286348629178859 9:5.337937411884455 10:0.5336303137282847 11:-0.8484707854423461 12:-1.4651246499327915 
1:-103.6387518711973 2:4.89556092975619 3:-12.464325243517234 4:-1.8483861593674735 5:0.8916191236580642 6:-1.4215597245414253 7:-0.6595131877351421 8:2.875390091384276 9:4.80805857577074 10:-0.629520066918754 11:-1.7425681600244456 12:0.04741848599646703 
1:-108.78033126290504 2:1.0977251901891778 3:-10.027311290942102 4:4.186368408396753 5:-1.1565148801665672 6:-2.189274203987404 7:-1.8791350320837856 8:1.2014848144556338 9:2.265961628207785 10:-2.8144969124945347 11:-0.9619517617468842 12:-0.37893915699662095 
1:-96.54522028082894 2:7.5446762309468545 3:-1.9901409896286402 4:5.249512740663516 5:0.5299126778764087 6:1.1792688163913598 7:0.5805997899337698 8:0.10423595644623163 9:2.1281145603986 10:-0.49531730890679926 11:1.3077783186844778 12:0.3316152739690317 
1:-107.45894670157784 2:3.172974715248168 3:-7.643681445911048 4:3.2005896315877784 5:4.549520167281655 6:4.723027011650631 7:-1.1543468015123546 8:0.22398689527365567 9:1.8525524687009045 10:-3.718440177608427 11:-1.8622739189619242 12:-1.29982707647483 
1:-99.1195875704535 2:9.567948117346173 3:-2.574967250713768 4:1.1425499089091704 5:1.344742218367803 6:1.0437715753835155 7:0.3970619495534491 8:-0.10821783212393798 9:4.38087206548302 10:1.7148778360091907 11:-2.3890796455598577 12:-0.10968429339909314 
1:-105.23668971510743 2:3.9208488676342537 3:-9.836846169632075 4:-2.2799950364391606 5:-0.0989458195539954 6:0.06356347305325238 7:-0.48078546111958254 8:2.6153522400120943 9:3.5364633443650737 10:-2.045591531062557 11:-2.457601223399603 12:-0.5408777702581009 
1:-111.42283704056442 2:2.877089555264342 3:-7.782361489986266 4:2.4211087355847 5:-0.7934216697188679 6:0.9610019512263768 7:0.1188130377480725 8:3.644737499277361 9:5.339030666030488 10:-0.9773823701327702 11:-3.056461658181325 12:-1.3135696819247573 
1:-94.6195284483442 2:5.887011323124742 3:-7.887965291201074 4:-3.3204846729128 5:1.405279929825019 6:1.9276501648982975 7:-0.5444146371779444 8:-0.44127132222823384 9:2.1882079828989958 10:-0.9789502216328629 11:1.2228656825388948 12:1.7699327165771506 
1:-102.45782901410384 2:3.830598827389698 3:-6.799911815132612 4:-2.1639278876953956 5:-1.6670962483461689 6:-3.609790996617375 7:-2.36963152150713 8:0.6987447806952218 9:2.1519882083765585 10:-2.199673975171922 11:-1.812831845027812 12:0.500986321992813 
1:-95.22609580140276 2:8.643560046843573 3:-4.671348641893277 4:1.0626036967581847 5:-1.5248953341373297 6:1.0152845068683165 7:0.5602524499599433 8:2.4638003766514895 9:6.006477370986185 10:-0.7823454034645714 11:-1.4301130306088434 12:-0.5618187705796087 
1:-96.47565822736287 2:2.7585969602745215 3:-3.8557112447516704 4:1.2988969745307481 5:-0.8498511884455406 6:-1.1324591212671948 7:-0.7146374795775285 8:2.0404232335556576 9:4.631466311937346 10:-0.8514758393260098 11:-1.4769380825463183 12:-2.026606499028347 
